"Date","Price","Open","High","Low","Vol.","Change %"
"04/22/2016","1,064.32","1,061.05","1,065.35","1,055.91","2.74B","0.19%"
"04/21/2016","1,062.25","1,059.59","1,064.17","1,058.75","2.80B","0.47%"
"04/20/2016","1,057.31","1,056.96","1,058.83","1,051.69","3.45B","-0.11%"
"04/19/2016","1,058.52","1,057.47","1,060.19","1,054.54","3.48B","0.36%"
"04/18/2016","1,054.74","1,040.11","1,054.74","1,037.03","2.33B","1.11%"
"04/15/2016","1,043.12","1,046.21","1,046.85","1,034.78","2.27B","0.23%"
"04/14/2016","1,040.71","1,054.64","1,054.91","1,040.71","2.56B","-0.83%"
"04/13/2016","1,049.37","1,049.06","1,051.43","1,043.33","3.83B","0.49%"
"04/12/2016","1,044.29","1,033.68","1,044.29","1,030.43","2.14B","1.06%"
"04/11/2016","1,033.29","1,045.34","1,048.23","1,028.29","2.28B","-1.50%"
"04/08/2016","1,049.00","1,047.71","1,053.45","1,044.87","3.04B","-0.60%"
"04/07/2016","1,055.28","1,060.75","1,063.94","1,052.98","3.35B","-0.09%"
"04/06/2016","1,056.20","1,055.76","1,059.66","1,055.36","2.73B","0.17%"
"04/05/2016","1,054.40","1,051.50","1,061.23","1,049.87","2.53B","0.24%"
"04/04/2016","1,051.87","1,048.53","1,055.45","1,048.28","2.63B","0.24%"
"04/01/2016","1,049.36","1,048.83","1,049.36","1,043.06","2.26B","0.00%"
"03/31/2016","1,049.37","1,046.98","1,050.31","1,041.77","2.77B","0.50%"
"03/30/2016","1,044.12","1,040.21","1,048.80","1,038.16","2.95B","0.80%"
"03/29/2016","1,035.87","1,032.20","1,036.91","1,030.35","2.17B","0.19%"
"03/28/2016","1,033.87","1,043.27","1,044.56","1,030.41","2.26B","-1.36%"
"03/24/2016","1,048.17","1,049.39","1,053.29","1,045.57","2.40B","-0.57%"
"03/23/2016","1,054.20","1,054.44","1,054.76","1,047.17","2.88B","-0.18%"
"03/22/2016","1,056.07","1,059.47","1,062.73","1,050.21","2.58B","-0.69%"
"03/21/2016","1,063.38","1,059.17","1,068.98","1,058.54","2.42B","0.02%"
"03/18/2016","1,063.14","1,065.86","1,070.08","1,056.96","4.13B","-0.15%"
"03/17/2016","1,064.71","1,064.33","1,068.32","1,060.19","3.25B","0.60%"
"03/16/2016","1,058.38","1,054.87","1,058.38","1,051.67","2.93B","0.30%"
"03/15/2016","1,055.19","1,062.50","1,063.44","1,052.59","3.23B","-0.60%"
"03/14/2016","1,061.59","1,051.54","1,061.72","1,050.04","3.20B","1.62%"
"03/11/2016","1,044.62","1,036.95","1,044.62","1,034.80","2.46B","0.50%"
"03/10/2016","1,039.40","1,039.18","1,040.90","1,030.64","2.63B","-0.49%"
"03/08/2016","1,044.49","1,049.08","1,052.15","1,035.16","3.11B","-0.45%"
"03/07/2016","1,049.22","1,057.76","1,060.22","1,047.17","3.14B","-0.57%"
"03/04/2016","1,055.21","1,054.37","1,058.61","1,042.35","3.16B","0.09%"
"03/03/2016","1,054.25","1,055.30","1,059.74","1,045.25","3.20B","0.23%"
"03/02/2016","1,051.82","1,045.81","1,053.62","1,045.59","2.91B","1.34%"
"03/01/2016","1,037.90","1,031.79","1,038.52","1,031.22","2.56B","0.31%"
"02/29/2016","1,034.73","1,027.61","1,037.06","1,023.04","2.06B","0.83%"
"02/26/2016","1,026.20","1,016.67","1,027.12","1,014.76","2.03B","1.97%"
"02/25/2016","1,006.40","1,012.73","1,013.46","1,004.12","2.57B","0.03%"
"02/24/2016","1,006.08","1,002.50","1,010.54","997.97","2.11B","0.08%"
"02/23/2016","1,005.30","1,022.09","1,023.79","999.36","2.72B","-1.47%"
"02/22/2016","1,020.29","1,019.15","1,023.53","1,014.32","2.07B","0.22%"
"02/19/2016","1,018.10","1,031.02","1,035.24","1,014.13","2.83B","-2.15%"
"02/18/2016","1,040.48","1,041.34","1,046.53","1,035.32","3.75B","0.41%"
"02/17/2016","1,036.26","1,028.42","1,038.25","1,028.14","3.80B","0.59%"
"02/16/2016","1,030.23","1,030.41","1,036.58","1,025.15","3.08B","0.12%"
"02/15/2016","1,028.97","1,031.62","1,034.58","1,026.69","2.84B","0.69%"
"02/12/2016","1,021.93","1,032.69","1,036.49","1,021.28","2.19B","-1.52%"
"02/11/2016","1,037.66","1,023.94","1,040.52","1,023.94","2.99B","1.11%"
"02/10/2016","1,026.27","1,030.58","1,039.34","1,025.09","2.10B","-0.95%"
"02/09/2016","1,036.08","1,036.12","1,038.25","1,025.85","1.97B","-0.67%"
"02/05/2016","1,043.02","1,010.67","1,043.02","1,010.50","3.25B","3.45%"
"02/04/2016","1,008.27","991.75","1,008.61","991.75","2.77B","1.97%"
"02/03/2016","988.76","976.16","988.76","974.03","1.99B","0.33%"
"02/02/2016","985.55","988.72","993.47","985.26","2.51B","-1.03%"
"02/01/2016","995.76","994.91","996.16","979.82","2.27B","0.22%"
"01/29/2016","993.54","989.06","994.09","981.03","2.87B","0.75%"
"01/28/2016","986.18","984.21","986.18","979.66","2.40B","0.17%"
"01/27/2016","984.50","975.35","984.50","973.18","2.88B","1.46%"
"01/26/2016","970.37","969.02","972.45","966.19","1.88B","-0.38%"
"01/25/2016","974.10","972.72","977.98","968.51","2.08B","1.02%"
"01/22/2016","964.24","961.44","964.24","953.75","2.09B","1.37%"
"01/21/2016","951.24","959.23","962.71","947.70","1.95B","-0.18%"
"01/20/2016","952.99","965.04","968.79","952.99","2.00B","-1.72%"
"01/19/2016","969.65","964.82","971.28","961.15","1.89B","0.68%"
"01/18/2016","963.14","962.54","968.13","961.27","1.35B","-1.00%"
"01/15/2016","972.85","977.49","983.21","972.85","1.58B","-0.29%"
"01/14/2016","975.66","969.76","981.18","961.71","2.77B","-0.82%"
"01/13/2016","983.77","983.36","988.51","981.59","1.98B","0.80%"
"01/12/2016","975.99","967.11","978.79","966.60","1.68B","1.65%"
"01/11/2016","960.15","970.55","972.00","958.84","1.32B","-2.05%"
"01/08/2016","980.26","974.48","982.49","969.53","1.81B","0.41%"
"01/07/2016","976.24","984.66","986.37","976.24","1.78B","-1.96%"
"01/06/2016","995.80","983.03","1,005.29","982.75","2.22B","1.49%"
"01/05/2016","981.19","973.55","991.48","973.43","1.84B","0.83%"
"01/04/2016","973.08","982.68","989.68","973.08","1.45B","-1.38%"
"12/30/2015","986.73","982.42","992.18","982.37","2.08B","0.59%"
"12/29/2015","980.94","977.18","982.55","977.17","1.42B","0.22%"
"12/28/2015","978.82","965.87","982.99","965.72","1.46B","1.00%"
"12/23/2015","969.13","969.04","971.29","963.57","1.62B","-0.09%"
"12/22/2015","970.03","965.69","970.91","962.54","1.77B","0.57%"
"12/21/2015","964.55","952.95","965.98","952.76","1.58B","0.68%"
"12/18/2015","958.00","967.93","968.83","958.00","2.04B","-2.42%"
"12/17/2015","981.73","978.46","981.73","972.73","2.15B","2.27%"
"12/16/2015","959.95","953.48","959.95","945.09","1.94B","2.08%"
"12/15/2015","940.37","928.62","940.37","928.58","1.65B","1.13%"
"12/14/2015","929.88","925.63","929.88","917.46","1.50B","-0.62%"
"12/11/2015","935.67","955.57","956.10","935.67","1.49B","-1.92%"
"12/10/2015","953.98","947.33","955.46","946.46","1.83B","-0.03%"
"12/08/2015","954.29","963.22","970.07","954.29","1.89B","-1.75%"
"12/07/2015","971.25","971.37","979.91","971.25","1.48B","0.48%"
"12/04/2015","966.62","967.02","973.97","965.23","1.62B","-0.79%"
"12/03/2015","974.34","970.51","978.99","968.42","1.42B","-0.22%"
"12/02/2015","976.46","977.75","980.86","974.09","1.78B","-0.08%"
"12/01/2015","977.29","959.58","977.29","959.58","1.96B","3.72%"
"11/30/2015","942.27","968.76","970.51","942.27","3.37B","-3.72%"
"11/27/2015","978.69","989.81","992.41","973.63","1.47B","-1.06%"
"11/26/2015","989.21","986.13","993.98","982.99","1.74B","0.63%"
"11/25/2015","983.04","976.32","983.39","975.79","1.83B","1.06%"
"11/24/2015","972.70","970.50","976.62","970.16","1.75B","0.06%"
"11/23/2015","972.10","982.09","987.51","972.10","1.87B","-0.75%"
"11/20/2015","979.45","963.94","979.45","963.79","2.38B","1.20%"
"11/19/2015","967.85","967.66","971.93","966.73","2.16B","0.63%"
"11/18/2015","961.77","963.21","966.67","958.57","1.52B","0.25%"
"11/17/2015","959.38","952.48","964.32","952.48","1.71B","1.73%"
"11/16/2015","943.03","940.67","947.13","930.62","1.68B","-0.80%"
"11/13/2015","950.65","941.38","955.94","939.14","1.75B","0.35%"
"11/12/2015","947.29","946.11","957.25","945.86","1.80B","0.34%"
"11/11/2015","944.04","942.65","947.58","936.46","1.58B","0.12%"
"11/10/2015","942.90","947.00","962.39","942.90","2.18B","-1.51%"
"11/09/2015","957.34","972.85","972.88","955.21","1.65B","-1.98%"
"11/06/2015","976.68","983.03","987.02","976.68","1.55B","-0.37%"
"11/05/2015","980.29","986.44","990.36","978.64","1.62B","-0.97%"
"11/04/2015","989.92","977.33","989.92","977.21","2.28B","2.13%"
"11/03/2015","969.24","959.53","972.89","959.49","2.46B","1.97%"
"11/02/2015","950.48","945.28","952.80","938.82","2.04B","0.16%"
"10/30/2015","948.92","951.90","956.99","946.22","2.14B","-0.58%"
"10/29/2015","954.48","989.37","990.46","954.48","2.70B","-3.72%"
"10/28/2015","991.41","1,001.01","1,003.66","987.77","2.77B","-1.71%"
"10/27/2015","1,008.61","1,005.46","1,008.61","994.11","2.05B","-0.40%"
"10/26/2015","1,012.66","1,011.47","1,014.77","1,008.93","2.80B","0.97%"
"10/23/2015","1,002.92","1,003.89","1,007.64","994.18","3.07B","1.89%"
"10/22/2015","984.31","991.92","992.66","983.20","2.44B","-0.52%"
"10/21/2015","989.48","987.22","1,000.18","986.18","2.56B","0.56%"
"10/20/2015","983.98","979.01","989.88","977.63","3.10B","0.42%"
"10/19/2015","979.87","967.75","979.96","967.59","2.86B","1.64%"
"10/16/2015","964.10","968.60","972.39","959.67","2.08B","0.22%"
"10/15/2015","962.01","963.09","973.89","962.01","2.14B","0.79%"
"10/13/2015","954.47","991.97","992.04","954.47","3.09B","-4.02%"
"10/12/2015","994.49","986.73","998.18","986.53","3.34B","1.01%"
"10/09/2015","984.58","971.48","991.50","971.48","3.90B","2.77%"
"10/08/2015","958.05","960.94","970.08","956.72","2.45B","0.14%"
"10/07/2015","956.67","949.62","957.14","937.09","3.13B","1.14%"
"10/06/2015","945.89","927.24","950.82","927.24","3.27B","3.20%"
"10/05/2015","916.52","888.30","917.71","887.64","2.28B","4.37%"
"10/02/2015","878.17","887.30","891.30","878.17","1.74B","-1.37%"
"10/01/2015","890.41","884.03","895.40","882.93","1.62B","0.97%"
"09/30/2015","881.89","874.24","883.56","868.12","2.16B","1.24%"
"09/29/2015","871.08","840.27","871.08","830.53","1.88B","1.94%"
"09/28/2015","854.52","875.43","875.90","854.52","1.60B","-2.75%"
"09/25/2015","878.71","890.56","890.69","874.45","1.78B","-1.13%"
"09/23/2015","888.76","905.61","905.68","887.94","1.81B","-2.94%"
"09/22/2015","915.68","925.62","927.83","913.98","1.73B","-0.94%"
"09/21/2015","924.33","918.78","926.23","916.20","1.47B","-0.26%"
"09/18/2015","926.75","930.11","936.51","920.76","2.50B","-0.22%"
"09/17/2015","928.78","918.71","929.18","917.49","1.95B","1.52%"
"09/16/2015","914.85","922.29","924.83","913.25","1.97B","-0.41%"
"09/15/2015","918.58","925.84","926.81","916.17","1.75B","-1.32%"
"09/14/2015","930.83","928.17","930.83","924.27","1.37B","0.84%"
"09/11/2015","923.12","924.00","929.00","923.12","1.77B","0.53%"
"09/10/2015","918.25","909.63","918.73","903.50","1.86B","-0.14%"
"09/09/2015","919.50","920.04","925.19","912.51","2.36B","0.84%"
"09/08/2015","911.80","903.31","914.21","899.49","1.86B","0.33%"
"09/07/2015","908.78","934.26","934.49","907.22","1.35B","-3.26%"
"09/04/2015","939.43","940.63","943.99","937.00","1.50B","-0.45%"
"09/03/2015","943.67","942.85","946.72","935.70","1.74B","0.90%"
"09/02/2015","935.25","925.60","939.48","920.76","1.93B","-0.33%"
"09/01/2015","938.34","957.79","957.96","937.91","1.83B","-2.77%"
"08/31/2015","965.04","948.82","965.04","947.50","2.09B","1.73%"
"08/28/2015","948.60","958.76","965.99","945.31","2.60B","0.42%"
"08/27/2015","944.64","908.42","946.18","908.42","2.99B","5.92%"
"08/26/2015","891.88","881.51","893.27","871.58","2.21B","0.28%"
"08/25/2015","889.41","876.52","909.46","876.47","2.88B","2.08%"
"08/24/2015","871.25","888.43","888.61","858.52","2.59B","-4.83%"
"08/21/2015","915.44","929.47","929.47","915.44","2.06B","-2.71%"
"08/20/2015","940.95","947.84","948.57","936.81","1.60B","-1.13%"
"08/19/2015","951.75","956.33","964.02","949.48","1.70B","-0.72%"
"08/18/2015","958.69","975.27","977.19","958.69","1.85B","-2.07%"
"08/14/2015","979.00","979.59","981.93","971.76","1.93B","0.03%"
"08/13/2015","978.66","951.33","983.38","951.33","2.45B","2.93%"
"08/12/2015","950.82","971.87","971.87","945.29","2.41B","-3.60%"
"08/11/2015","986.29","1,023.35","1,025.52","986.29","2.46B","-3.23%"
"08/10/2015","1,019.16","1,021.50","1,022.69","1,010.65","1.52B","-0.48%"
"08/07/2015","1,024.03","1,032.37","1,032.78","1,022.52","1.41B","-0.94%"
"08/06/2015","1,033.77","1,045.72","1,049.43","1,033.77","1.95B","-1.00%"
"08/05/2015","1,044.17","1,026.23","1,044.17","1,024.56","2.66B","1.90%"
"08/04/2015","1,024.72","1,024.58","1,030.82","1,023.25","2.15B","-0.43%"
"08/03/2015","1,029.15","1,020.84","1,032.05","1,020.19","1.82B","0.13%"
"07/31/2015","1,027.82","1,006.62","1,027.82","1,006.49","2.42B","2.38%"
"07/30/2015","1,003.97","1,012.67","1,016.35","1,003.97","2.29B","-0.31%"
"07/29/2015","1,007.14","1,012.67","1,020.62","1,007.14","2.35B","0.00%"
"07/28/2015","1,007.16","1,015.24","1,015.91","1,007.08","2.36B","-1.47%"
"07/27/2015","1,022.17","1,038.59","1,043.05","1,022.17","2.50B","-2.22%"
"07/24/2015","1,045.37","1,055.81","1,056.29","1,043.87","1.91B","-1.32%"
"07/23/2015","1,059.30","1,058.90","1,063.36","1,056.65","2.32B","-0.22%"
"07/22/2015","1,061.65","1,055.88","1,061.65","1,047.82","2.18B","1.04%"
"07/15/2015","1,050.70","1,057.30","1,058.09","1,046.67","1.86B","-0.81%"
"07/14/2015","1,059.28","1,061.28","1,066.10","1,056.44","2.21B","0.19%"
"07/13/2015","1,057.25","1,049.11","1,058.07","1,047.46","1.67B","0.88%"
"07/10/2015","1,047.99","1,047.60","1,053.51","1,043.46","2.94B","0.61%"
"07/09/2015","1,041.61","1,043.32","1,045.14","1,033.69","2.65B","-0.76%"
"07/08/2015","1,049.62","1,062.16","1,062.16","1,047.28","3.23B","-1.00%"
"07/07/2015","1,060.26","1,063.93","1,066.06","1,056.09","2.52B","-0.30%"
"07/06/2015","1,063.49","1,070.63","1,075.32","1,062.76","2.44B","-1.64%"
"07/03/2015","1,081.27","1,070.03","1,081.31","1,069.55","2.90B","0.93%"
"07/02/2015","1,071.33","1,061.21","1,076.40","1,061.21","3.28B","1.24%"
"07/01/2015","1,058.22","1,064.58","1,066.97","1,058.22","2.54B","-0.23%"
"06/30/2015","1,060.71","1,056.36","1,068.44","1,052.88","2.00B","0.54%"
"06/29/2015","1,054.97","1,056.69","1,057.64","1,048.36","1.80B","-0.89%"
"06/26/2015","1,064.43","1,062.53","1,069.95","1,057.63","1.74B","0.10%"
"06/25/2015","1,063.40","1,070.88","1,071.39","1,063.40","2.23B","-0.95%"
"06/24/2015","1,073.59","1,073.72","1,079.57","1,069.96","2.61B","0.41%"
"06/23/2015","1,069.22","1,076.86","1,078.78","1,069.22","2.14B","-0.51%"
"06/22/2015","1,074.66","1,083.01","1,083.01","1,074.16","1.66B","-0.58%"
"06/19/2015","1,080.98","1,075.74","1,082.81","1,075.74","1.81B","0.85%"
"06/18/2015","1,071.88","1,072.24","1,076.82","1,068.69","2.20B","0.03%"
"06/17/2015","1,071.60","1,057.90","1,075.16","1,057.90","2.53B","1.91%"
"06/16/2015","1,051.55","1,043.94","1,057.67","1,038.14","2.53B","1.00%"
"06/15/2015","1,041.17","1,064.83","1,065.21","1,041.17","2.23B","-2.50%"
"06/12/2015","1,067.89","1,068.15","1,071.50","1,063.95","2.48B","0.11%"
"06/11/2015","1,066.69","1,078.53","1,080.46","1,061.10","2.54B","-0.09%"
"06/10/2015","1,067.69","1,063.14","1,079.03","1,062.64","3.61B","0.83%"
"06/09/2015","1,058.86","1,086.31","1,086.40","1,047.82","2.75B","-2.86%"
"06/08/2015","1,089.98","1,107.37","1,108.02","1,088.11","2.39B","-1.93%"
"06/05/2015","1,111.47","1,105.44","1,111.47","1,103.46","1.98B","0.17%"
"06/04/2015","1,109.53","1,116.40","1,122.24","1,109.53","2.10B","-0.84%"
"06/03/2015","1,118.98","1,137.31","1,138.53","1,118.51","2.51B","-1.92%"
"06/01/2015","1,140.89","1,139.80","1,140.89","1,132.75","1.87B","-0.01%"
"05/29/2015","1,141.03","1,145.76","1,151.88","1,141.03","3.92B","-0.59%"
"05/28/2015","1,147.80","1,154.45","1,157.99","1,145.54","2.16B","-0.33%"
"05/27/2015","1,151.60","1,162.08","1,167.88","1,151.60","2.55B","-1.50%"
"05/26/2015","1,169.17","1,159.25","1,176.63","1,158.98","2.06B","0.77%"
"05/25/2015","1,160.20","1,165.65","1,166.08","1,159.70","1.82B","-0.60%"
"05/22/2015","1,167.18","1,170.10","1,172.51","1,162.96","1.83B","-0.08%"
"05/21/2015","1,168.16","1,166.93","1,175.30","1,157.89","2.54B","0.53%"
"05/20/2015","1,161.98","1,160.03","1,167.64","1,156.98","2.35B","0.64%"
"05/19/2015","1,154.61","1,146.67","1,156.27","1,141.57","2.28B","0.67%"
"05/18/2015","1,146.94","1,142.91","1,147.22","1,141.18","2.50B","0.24%"
"05/15/2015","1,144.25","1,151.20","1,154.42","1,140.81","2.61B","-0.45%"
"05/13/2015","1,149.39","1,141.28","1,151.74","1,136.24","3.44B","1.00%"
"05/12/2015","1,137.97","1,132.44","1,143.77","1,131.54","2.79B","0.58%"
"05/11/2015","1,131.44","1,137.37","1,140.49","1,131.44","2.62B","-0.05%"
"05/08/2015","1,132.02","1,129.68","1,137.21","1,129.58","2.83B","0.86%"
"05/07/2015","1,122.41","1,122.98","1,132.06","1,118.10","2.08B","-0.80%"
"05/06/2015","1,131.49","1,118.01","1,131.49","1,114.43","2.11B","0.52%"
"05/05/2015","1,125.64","1,121.25","1,135.32","1,115.65","2.75B","0.72%"
"05/04/2015","1,117.63","1,102.68","1,125.94","1,102.03","2.42B","1.54%"
"04/30/2015","1,100.69","1,104.34","1,120.87","1,087.92","2.81B","-0.79%"
"04/29/2015","1,109.41","1,142.28","1,144.43","1,085.82","3.06B","-3.18%"
"04/28/2015","1,145.90","1,138.48","1,145.90","1,126.29","2.18B","-0.21%"
"04/27/2015","1,148.33","1,186.57","1,187.98","1,144.18","2.93B","-4.08%"
"04/24/2015","1,197.13","1,200.08","1,203.36","1,194.13","1.74B","0.13%"
"04/23/2015","1,195.61","1,196.91","1,203.59","1,195.02","2.26B","0.00%"
"04/22/2015","1,195.60","1,199.20","1,201.30","1,193.72","2.15B","-0.49%"
"04/21/2015","1,201.53","1,185.85","1,201.53","1,185.41","2.17B","1.47%"
"04/20/2015","1,184.18","1,185.07","1,185.32","1,179.57","1.84B","-0.17%"
"04/17/2015","1,186.18","1,189.27","1,191.90","1,186.18","2.22B","-0.33%"
"04/16/2015","1,190.05","1,190.28","1,191.70","1,184.85","3.18B","0.13%"
"04/15/2015","1,188.46","1,190.89","1,191.89","1,182.23","2.65B","-0.03%"
"04/14/2015","1,188.84","1,197.40","1,198.00","1,184.40","2.70B","-0.93%"
"04/13/2015","1,199.95","1,203.59","1,205.56","1,194.75","2.45B","-0.58%"
"04/10/2015","1,206.92","1,210.95","1,212.31","1,201.81","2.89B","-0.25%"
"04/09/2015","1,209.99","1,209.03","1,209.99","1,204.18","2.49B","0.27%"
"04/08/2015","1,206.74","1,214.27","1,215.60","1,204.73","2.85B","-0.84%"
"04/07/2015","1,216.94","1,213.27","1,217.83","1,213.23","2.81B","0.83%"
"04/06/2015","1,206.87","1,204.79","1,210.10","1,204.27","2.31B","0.44%"
"04/02/2015","1,201.54","1,208.56","1,211.31","1,196.55","2.87B","-0.27%"
"04/01/2015","1,204.74","1,216.56","1,219.23","1,201.11","2.59B","-1.02%"
"03/31/2015","1,217.10","1,212.14","1,217.41","1,209.21","2.99B","1.67%"
"03/30/2015","1,197.12","1,191.17","1,204.52","1,190.36","3.01B","0.95%"
"03/27/2015","1,185.88","1,174.37","1,187.40","1,173.45","2.15B","0.59%"
"03/26/2015","1,178.98","1,181.16","1,190.56","1,177.80","3.09B","-0.78%"
"03/25/2015","1,188.19","1,196.56","1,197.25","1,186.59","2.91B","-0.94%"
"03/24/2015","1,199.41","1,199.13","1,202.56","1,196.78","2.46B","0.11%"
"03/23/2015","1,198.13","1,202.76","1,205.79","1,198.13","3.17B","-0.08%"
"03/20/2015","1,199.09","1,196.83","1,202.87","1,193.87","3.23B","-0.30%"
"03/19/2015","1,202.75","1,200.29","1,203.74","1,199.76","3.10B","0.97%"
"03/18/2015","1,191.17","1,193.00","1,195.53","1,191.17","2.36B","-0.47%"
"03/17/2015","1,196.82","1,201.52","1,204.33","1,195.60","2.94B","0.03%"
"03/16/2015","1,196.50","1,189.52","1,200.44","1,189.52","2.33B","0.32%"
"03/13/2015","1,192.67","1,200.84","1,201.99","1,190.89","2.47B","-0.25%"
"03/12/2015","1,195.66","1,190.93","1,199.78","1,190.77","2.49B","0.36%"
"03/11/2015","1,191.32","1,195.43","1,196.18","1,187.79","3.18B","-0.93%"
"03/10/2015","1,202.46","1,196.49","1,205.83","1,188.07","2.59B","0.32%"
"03/09/2015","1,198.64","1,207.77","1,208.05","1,194.11","2.76B","-1.48%"
"03/06/2015","1,216.61","1,204.73","1,216.61","1,202.70","2.75B","1.37%"
"03/05/2015","1,200.11","1,203.19","1,207.74","1,200.11","2.48B","-0.02%"
"03/04/2015","1,200.38","1,209.06","1,210.55","1,198.38","2.50B","-0.64%"
"03/03/2015","1,208.14","1,210.26","1,215.89","1,208.14","2.86B","-0.13%"
"03/02/2015","1,209.75","1,203.07","1,209.75","1,202.70","2.62B","0.62%"
"02/27/2015","1,202.35","1,205.13","1,207.62","1,201.00","2.53B","-0.14%"
"02/26/2015","1,204.05","1,199.13","1,206.36","1,199.13","2.73B","0.04%"
"02/25/2015","1,203.60","1,198.60","1,204.18","1,198.38","2.66B","0.63%"
"02/24/2015","1,196.05","1,191.64","1,197.77","1,190.98","2.47B","0.28%"
"02/23/2015","1,192.68","1,194.59","1,196.67","1,189.49","2.52B","0.08%"
"02/20/2015","1,191.78","1,192.84","1,200.38","1,191.78","2.69B","0.13%"
"02/18/2015","1,190.28","1,186.82","1,198.72","1,186.82","3.64B","1.15%"
"02/17/2015","1,176.75","1,173.66","1,178.41","1,173.66","2.04B","0.27%"
"02/16/2015","1,173.61","1,187.56","1,189.41","1,173.61","2.34B","-1.08%"
"02/13/2015","1,186.47","1,183.08","1,187.65","1,181.04","2.22B","0.79%"
"02/12/2015","1,177.20","1,176.22","1,177.25","1,171.24","2.39B","0.22%"
"02/11/2015","1,174.64","1,174.06","1,175.93","1,171.15","2.36B","0.42%"
"02/10/2015","1,169.72","1,178.51","1,180.83","1,167.57","2.07B","-0.62%"
"02/09/2015","1,176.98","1,174.05","1,184.15","1,172.31","2.67B","0.23%"
"02/06/2015","1,174.27","1,163.23","1,174.27","1,163.05","3.28B","1.38%"
"02/05/2015","1,158.24","1,167.00","1,168.23","1,152.37","2.62B","-0.90%"
"02/04/2015","1,168.76","1,167.80","1,175.97","1,164.13","3.79B","0.67%"
"02/03/2015","1,161.02","1,157.77","1,163.72","1,157.77","2.88B","0.56%"
"02/02/2015","1,154.51","1,155.41","1,158.19","1,150.13","2.14B","-0.38%"
"01/30/2015","1,158.91","1,162.39","1,163.48","1,157.85","2.53B","0.38%"
"01/29/2015","1,154.48","1,155.86","1,156.22","1,152.63","2.39B","-0.25%"
"01/28/2015","1,157.38","1,160.77","1,161.01","1,156.51","2.36B","-0.41%"
"01/27/2015","1,162.18","1,156.71","1,162.18","1,153.44","2.43B","0.33%"
"01/26/2015","1,158.30","1,168.81","1,171.03","1,144.57","3.29B","-1.41%"
