"Date","Price","Open","High","Low","Vol.","Change %"
"08/24/2017","1,233.95","1,239.33","1,240.05","1,229.22","3.21B","-0.43%"
"08/23/2017","1,239.31","1,236.40","1,239.31","1,230.85","3.53B","0.67%"
"08/22/2017","1,231.03","1,226.49","1,231.85","1,226.49","3.60B","0.40%"
"08/21/2017","1,226.07","1,233.60","1,235.62","1,224.34","2.85B","-0.62%"
"08/18/2017","1,233.71","1,230.92","1,238.83","1,228.18","3.14B","-0.04%"
"08/16/2017","1,234.20","1,220.78","1,234.20","1,218.70","3.46B","1.27%"
"08/15/2017","1,218.77","1,213.63","1,221.69","1,212.62","3.94B","0.58%"
"08/14/2017","1,211.71","1,206.99","1,213.63","1,206.99","2.90B","0.72%"
"08/11/2017","1,203.10","1,214.91","1,215.09","1,201.39","3.38B","-1.27%"
"08/10/2017","1,218.57","1,219.85","1,220.82","1,215.57","3.90B","-0.01%"
"08/09/2017","1,218.64","1,216.98","1,218.64","1,211.07","3.43B","0.20%"
"08/08/2017","1,216.17","1,201.50","1,216.17","1,201.50","2.76B","1.35%"
"08/07/2017","1,199.96","1,205.80","1,213.79","1,199.84","2.52B","-0.41%"
"08/04/2017","1,204.89","1,206.90","1,211.26","1,203.42","1.98B","-0.27%"
"08/03/2017","1,208.14","1,217.96","1,218.54","1,207.98","2.36B","-0.93%"
"08/02/2017","1,219.48","1,217.68","1,220.08","1,212.17","3.25B","0.36%"
"08/01/2017","1,215.05","1,226.86","1,228.49","1,215.05","5.33B","-0.69%"
"07/31/2017","1,223.51","1,219.41","1,226.04","1,217.71","2.90B","0.09%"
"07/28/2017","1,222.44","1,220.85","1,222.44","1,216.44","2.95B","0.20%"
"07/27/2017","1,220.01","1,220.77","1,223.08","1,218.63","2.50B","0.10%"
"07/26/2017","1,218.83","1,222.24","1,226.78","1,215.43","3.24B","-0.36%"
"07/25/2017","1,223.24","1,221.01","1,223.24","1,214.40","2.75B","0.27%"
"07/24/2017","1,219.90","1,208.53","1,219.90","1,206.67","2.97B","0.82%"
"07/21/2017","1,210.00","1,225.81","1,227.68","1,209.03","2.05B","-1.30%"
"07/20/2017","1,225.99","1,222.32","1,227.11","1,221.52","2.69B","0.35%"
"07/19/2017","1,221.71","1,225.40","1,225.42","1,219.34","2.43B","-0.30%"
"07/18/2017","1,225.43","1,226.41","1,228.26","1,221.74","2.88B","-0.45%"
"07/17/2017","1,230.91","1,228.26","1,231.12","1,226.72","2.81B","0.20%"
"07/14/2017","1,228.47","1,227.17","1,228.47","1,221.24","1.98B","0.05%"
"07/13/2017","1,227.86","1,231.43","1,232.38","1,222.37","2.27B","0.16%"
"07/12/2017","1,225.85","1,213.12","1,228.38","1,213.12","1.83B","1.01%"
"07/11/2017","1,213.63","1,214.48","1,216.66","1,211.50","2.71B","-0.04%"
"07/10/2017","1,214.08","1,224.84","1,227.28","1,213.51","1.16B","-0.88%"
"07/07/2017","1,224.84","1,230.13","1,236.71","1,223.44","2.01B","-0.65%"
"07/06/2017","1,232.80","1,224.70","1,233.55","1,224.59","2.16B","0.50%"
"07/05/2017","1,226.70","1,236.80","1,238.57","1,222.78","2.47B","-0.82%"
"07/04/2017","1,236.79","1,242.52","1,245.06","1,235.59","2.61B","-0.98%"
"07/03/2017","1,248.99","1,231.12","1,248.99","1,227.04","2.95B","1.84%"
"06/22/2017","1,226.47","1,230.73","1,230.77","1,222.58","2.29B","-0.07%"
"06/21/2017","1,227.31","1,217.27","1,227.31","1,215.92","2.07B","0.38%"
"06/20/2017","1,222.72","1,212.77","1,223.08","1,211.56","2.95B","1.00%"
"06/19/2017","1,210.66","1,210.42","1,212.80","1,207.16","3.21B","0.19%"
"06/16/2017","1,208.37","1,218.40","1,224.71","1,205.75","3.27B","-1.00%"
"06/15/2017","1,220.63","1,220.63","1,224.90","1,219.30","1.65B","-0.37%"
"06/14/2017","1,225.18","1,203.82","1,225.18","1,203.78","2.75B","1.78%"
"06/13/2017","1,203.71","1,200.28","1,205.72","1,200.00","2.53B","0.37%"
"06/12/2017","1,199.31","1,193.73","1,205.37","1,193.73","1.91B","0.31%"
"06/09/2017","1,195.59","1,201.75","1,203.13","1,194.12","2.96B","-0.60%"
"06/08/2017","1,202.76","1,206.01","1,207.95","1,202.76","2.80B","-0.23%"
"06/07/2017","1,205.54","1,205.96","1,209.69","1,203.65","2.51B","0.17%"
"06/06/2017","1,203.46","1,212.13","1,215.14","1,202.12","3.47B","-0.82%"
"06/05/2017","1,213.46","1,213.76","1,217.86","1,209.97","2.95B","0.10%"
"06/02/2017","1,212.27","1,211.27","1,212.27","1,206.28","3.76B","0.34%"
"05/31/2017","1,208.18","1,197.75","1,208.18","1,197.74","5.88B","0.97%"
"05/30/2017","1,196.54","1,199.14","1,206.55","1,196.54","3.14B","-0.48%"
"05/29/2017","1,202.31","1,206.80","1,207.62","1,200.11","2.73B","-0.10%"
"05/26/2017","1,203.51","1,203.57","1,207.39","1,200.70","4.01B","0.22%"
"05/24/2017","1,200.85","1,194.30","1,201.37","1,192.68","3.53B","-0.64%"
"05/23/2017","1,208.63","1,217.71","1,219.51","1,199.20","3.23B","-0.27%"
"05/22/2017","1,211.90","1,235.55","1,244.96","1,210.41","3.92B","-0.92%"
"05/19/2017","1,223.12","1,185.51","1,233.11","1,181.20","3.89B","3.13%"
"05/18/2017","1,186.03","1,171.47","1,186.03","1,168.00","3.99B","0.65%"
"05/17/2017","1,178.34","1,191.29","1,191.43","1,176.94","3.54B","-0.76%"
"05/16/2017","1,187.32","1,198.88","1,200.09","1,187.32","3.67B","-0.93%"
"05/15/2017","1,198.49","1,197.18","1,198.49","1,189.59","3.89B","0.45%"
"05/12/2017","1,193.18","1,194.81","1,199.12","1,191.32","3.93B","0.50%"
"05/10/2017","1,187.24","1,196.59","1,201.10","1,183.09","4.78B","-0.76%"
"05/09/2017","1,196.34","1,206.50","1,210.80","1,195.89","2.94B","-0.33%"
"05/08/2017","1,200.35","1,201.23","1,207.52","1,198.31","4.65B","0.29%"
"05/05/2017","1,196.86","1,192.49","1,200.18","1,190.91","5.30B","0.27%"
"05/04/2017","1,193.68","1,187.62","1,193.68","1,187.25","4.10B","0.71%"
"05/03/2017","1,185.23","1,193.48","1,194.80","1,185.23","4.18B","-0.56%"
"05/02/2017","1,191.89","1,199.41","1,201.23","1,191.89","4.28B","-0.20%"
"04/28/2017","1,194.32","1,202.26","1,204.25","1,194.32","3.80B","-0.48%"
"04/27/2017","1,200.05","1,200.54","1,203.18","1,197.40","5.05B","-0.46%"
"04/26/2017","1,205.56","1,195.15","1,205.56","1,192.99","4.64B","1.02%"
"04/25/2017","1,193.43","1,197.08","1,198.57","1,187.01","3.64B","0.30%"
"04/21/2017","1,189.83","1,173.45","1,189.83","1,173.20","3.96B","1.52%"
"04/20/2017","1,172.05","1,176.26","1,178.38","1,171.12","5.24B","-0.28%"
"04/18/2017","1,175.34","1,172.69","1,180.32","1,172.55","5.09B","0.70%"
"04/17/2017","1,167.15","1,180.52","1,182.41","1,167.15","4.07B","-0.95%"
"04/13/2017","1,178.30","1,189.69","1,190.17","1,177.96","3.96B","-0.64%"
"04/12/2017","1,185.84","1,181.72","1,186.40","1,181.29","4.63B","0.49%"
"04/11/2017","1,180.06","1,187.48","1,189.33","1,180.04","5.07B","-0.54%"
"04/10/2017","1,186.50","1,191.36","1,194.81","1,182.37","4.73B","-0.20%"
"04/07/2017","1,188.84","1,196.39","1,197.08","1,188.70","4.31B","-0.77%"
"04/06/2017","1,198.10","1,194.96","1,198.10","1,189.07","4.44B","0.06%"
"04/05/2017","1,197.34","1,198.07","1,198.34","1,190.09","5.29B","0.31%"
"04/04/2017","1,193.63","1,183.17","1,195.09","1,182.45","6.22B","1.00%"
"04/03/2017","1,181.83","1,174.12","1,184.36","1,173.63","6.70B","1.02%"
"03/31/2017","1,169.94","1,176.76","1,180.86","1,169.94","5.42B","-0.66%"
"03/30/2017","1,177.70","1,174.90","1,177.70","1,167.81","8.27B","-0.03%"
"03/29/2017","1,178.02","1,167.91","1,178.39","1,167.91","5.78B","1.14%"
"03/27/2017","1,164.73","1,169.81","1,172.13","1,162.32","4.38B","-0.65%"
"03/24/2017","1,172.33","1,172.76","1,176.22","1,167.26","4.21B","0.01%"
"03/23/2017","1,172.24","1,167.78","1,176.96","1,165.90","5.25B","0.51%"
"03/22/2017","1,166.26","1,159.93","1,166.26","1,154.05","5.94B","-0.17%"
"03/21/2017","1,168.26","1,168.10","1,171.44","1,163.97","4.47B","0.18%"
"03/20/2017","1,166.16","1,170.98","1,175.24","1,160.44","5.17B","-0.13%"
"03/17/2017","1,167.70","1,167.29","1,172.44","1,156.95","6.01B","0.55%"
"03/16/2017","1,161.37","1,147.43","1,161.37","1,146.77","5.24B","1.93%"
"03/15/2017","1,139.33","1,141.79","1,144.62","1,137.54","4.88B","-0.16%"
"03/14/2017","1,141.21","1,138.80","1,146.20","1,137.83","4.90B","0.37%"
"03/13/2017","1,136.99","1,132.72","1,136.99","1,130.93","4.15B","0.34%"
"03/10/2017","1,133.12","1,140.34","1,140.50","1,127.45","4.82B","-0.33%"
"03/09/2017","1,136.90","1,134.41","1,137.11","1,132.52","4.66B","0.22%"
"03/08/2017","1,134.36","1,138.57","1,140.32","1,133.17","4.40B","-0.25%"
"03/07/2017","1,137.23","1,140.71","1,143.26","1,133.49","6.34B","-0.16%"
"03/06/2017","1,139.02","1,136.60","1,139.02","1,132.92","5.77B","0.38%"
"03/03/2017","1,134.73","1,137.82","1,140.48","1,133.84","6.12B","-0.41%"
"03/02/2017","1,139.38","1,135.62","1,145.16","1,135.62","5.66B","1.10%"
"03/01/2017","1,126.94","1,134.06","1,134.89","1,125.44","4.29B","-0.57%"
"02/28/2017","1,133.38","1,137.18","1,140.74","1,133.38","5.33B","-0.15%"
"02/27/2017","1,135.13","1,137.98","1,139.43","1,133.12","5.56B","-0.20%"
"02/24/2017","1,137.45","1,133.78","1,139.34","1,133.28","4.85B","0.28%"
"02/23/2017","1,134.26","1,129.41","1,134.66","1,129.28","5.10B","0.18%"
"02/22/2017","1,132.24","1,130.03","1,132.24","1,125.21","6.82B","0.49%"
"02/21/2017","1,126.71","1,130.44","1,133.24","1,125.85","6.50B","-0.23%"
"02/20/2017","1,129.26","1,129.71","1,132.48","1,127.61","4.49B","0.15%"
"02/17/2017","1,127.62","1,132.44","1,133.24","1,125.58","5.37B","-0.69%"
"02/16/2017","1,135.49","1,136.89","1,138.34","1,129.03","6.70B","0.08%"
"02/14/2017","1,134.59","1,140.44","1,141.26","1,132.20","5.11B","-0.68%"
"02/13/2017","1,142.36","1,139.61","1,144.03","1,137.19","5.91B","0.84%"
"02/10/2017","1,132.79","1,133.88","1,139.21","1,132.79","5.64B","0.07%"
"02/09/2017","1,132.01","1,132.22","1,136.79","1,130.55","4.66B","0.11%"
"02/08/2017","1,130.78","1,133.69","1,134.17","1,126.02","6.50B","-0.29%"
"02/07/2017","1,134.06","1,135.29","1,137.58","1,133.34","5.84B","-0.31%"
"02/06/2017","1,137.57","1,131.76","1,137.57","1,131.73","4.98B","0.73%"
"02/03/2017","1,129.37","1,126.32","1,129.37","1,126.09","4.73B","0.31%"
"02/02/2017","1,125.90","1,119.19","1,125.90","1,119.18","5.28B","0.60%"
"02/01/2017","1,119.23","1,116.58","1,123.61","1,116.09","4.55B","0.88%"
"01/31/2017","1,109.50","1,119.12","1,119.75","1,109.50","5.00B","-0.51%"
"01/30/2017","1,115.22","1,121.38","1,123.74","1,115.22","4.15B","-0.33%"
"01/27/2017","1,118.95","1,117.41","1,121.63","1,114.79","3.34B","-0.18%"
"01/26/2017","1,120.94","1,118.10","1,123.82","1,114.25","4.64B","0.54%"
"01/25/2017","1,114.95","1,116.99","1,118.60","1,113.53","5.00B","0.09%"
"01/24/2017","1,113.99","1,108.44","1,116.41","1,108.15","4.37B","0.92%"
"01/23/2017","1,103.78","1,102.75","1,107.84","1,096.61","4.54B","0.00%"
"01/20/2017","1,103.77","1,114.66","1,115.23","1,101.04","3.68B","-1.18%"
"01/19/2017","1,117.00","1,117.52","1,119.07","1,114.24","5.01B","0.14%"
"01/18/2017","1,115.45","1,109.11","1,115.45","1,109.08","5.97B","0.73%"
"01/17/2017","1,107.34","1,107.22","1,112.41","1,106.84","4.16B","-0.07%"
"01/16/2017","1,108.09","1,115.02","1,116.13","1,108.09","3.98B","-0.36%"
"01/13/2017","1,112.06","1,118.52","1,121.00","1,112.06","4.28B","-0.42%"
"01/12/2017","1,116.77","1,120.24","1,124.99","1,116.77","5.49B","-0.32%"
"01/11/2017","1,120.30","1,125.56","1,127.03","1,120.30","4.74B","-0.31%"
"01/10/2017","1,123.83","1,127.19","1,127.20","1,116.61","3.90B","0.04%"
"01/09/2017","1,123.39","1,133.47","1,135.48","1,120.89","4.30B","-0.79%"
"01/06/2017","1,132.39","1,127.25","1,134.74","1,126.24","4.66B","0.36%"
"01/05/2017","1,128.29","1,122.37","1,129.22","1,122.37","5.02B","0.56%"
"01/04/2017","1,121.97","1,111.68","1,125.42","1,106.66","4.00B","0.78%"
"01/03/2017","1,113.33","1,114.88","1,116.01","1,104.03","2.55B","-0.30%"
"12/30/2016","1,116.64","1,120.57","1,128.22","1,116.64","4.10B","-0.23%"
"12/29/2016","1,119.24","1,094.84","1,122.83","1,093.23","4.08B","2.12%"
"12/28/2016","1,096.00","1,078.95","1,097.94","1,078.52","3.24B","2.56%"
"12/27/2016","1,068.64","1,048.76","1,071.88","1,048.72","3.57B","1.91%"
"12/23/2016","1,048.58","1,052.18","1,061.28","1,048.43","3.68B","-0.51%"
"12/22/2016","1,054.00","1,071.99","1,073.58","1,051.81","3.77B","-1.60%"
"12/21/2016","1,071.16","1,089.36","1,091.60","1,071.16","3.27B","-1.25%"
"12/20/2016","1,084.77","1,089.98","1,094.52","1,080.61","3.85B","-0.80%"
"12/19/2016","1,093.51","1,101.65","1,105.84","1,093.51","4.17B","-0.93%"
"12/16/2016","1,103.76","1,110.81","1,111.57","1,103.76","4.10B","-0.49%"
"12/15/2016","1,109.21","1,102.71","1,112.44","1,097.55","4.16B","-0.22%"
"12/14/2016","1,111.65","1,118.19","1,122.59","1,110.80","3.48B","-0.74%"
"12/13/2016","1,119.97","1,118.15","1,119.97","1,110.79","3.95B","-0.13%"
"12/09/2016","1,121.46","1,120.34","1,122.20","1,116.52","3.69B","-0.05%"
"12/08/2016","1,122.05","1,113.08","1,122.05","1,111.32","3.92B","0.88%"
"12/07/2016","1,112.28","1,113.99","1,114.20","1,102.35","4.12B","-0.18%"
"12/06/2016","1,114.23","1,116.92","1,118.55","1,110.60","4.41B","0.05%"
"12/05/2016","1,113.69","1,106.44","1,117.48","1,105.95","3.54B","0.50%"
"12/02/2016","1,108.12","1,097.93","1,109.42","1,095.72","3.95B","1.16%"
"12/01/2016","1,095.39","1,087.67","1,099.29","1,087.51","4.99B","1.22%"
"11/30/2016","1,082.21","1,082.54","1,091.86","1,081.65","7.02B","0.28%"
"11/29/2016","1,079.15","1,073.01","1,088.27","1,073.01","5.31B","0.42%"
"11/28/2016","1,074.62","1,074.48","1,077.76","1,069.87","5.66B","-0.26%"
"11/25/2016","1,077.44","1,071.64","1,079.99","1,071.52","4.28B","0.27%"
"11/24/2016","1,074.56","1,092.40","1,096.19","1,073.17","5.40B","-2.44%"
"11/23/2016","1,101.48","1,095.62","1,101.48","1,093.80","5.89B","0.22%"
"11/22/2016","1,099.04","1,084.19","1,099.04","1,084.16","5.67B","1.17%"
"11/21/2016","1,086.31","1,087.15","1,089.16","1,082.96","4.98B","-0.57%"
"11/18/2016","1,092.49","1,097.42","1,097.92","1,083.28","4.23B","-0.40%"
"11/17/2016","1,096.85","1,094.50","1,098.93","1,089.05","4.72B","0.09%"
"11/16/2016","1,095.88","1,078.98","1,100.88","1,078.98","6.80B","2.46%"
"11/15/2016","1,069.56","1,079.46","1,092.06","1,068.85","6.20B","-0.77%"
"11/14/2016","1,077.87","1,097.18","1,097.70","1,058.05","7.24B","-2.67%"
"11/11/2016","1,107.44","1,145.23","1,145.24","1,107.44","7.93B","-4.90%"
"11/10/2016","1,164.53","1,165.48","1,173.92","1,164.53","6.33B","0.63%"
"11/09/2016","1,157.24","1,174.72","1,177.96","1,140.55","8.17B","-1.32%"
"11/08/2016","1,172.68","1,157.82","1,174.63","1,157.82","6.59B","1.80%"
"11/07/2016","1,151.95","1,145.77","1,154.92","1,139.97","5.72B","0.50%"
"11/04/2016","1,146.22","1,132.29","1,146.22","1,130.43","4.92B","0.77%"
"11/03/2016","1,137.47","1,155.17","1,156.20","1,137.47","5.21B","-1.76%"
"11/02/2016","1,157.82","1,158.85","1,161.32","1,154.98","6.53B","-0.11%"
"11/01/2016","1,159.12","1,162.74","1,164.72","1,159.12","5.28B","-0.12%"
"10/31/2016","1,160.47","1,160.53","1,163.68","1,157.51","6.30B","0.07%"
"10/28/2016","1,159.61","1,160.68","1,163.53","1,157.74","5.43B","-0.15%"
"10/27/2016","1,161.32","1,156.99","1,162.15","1,156.58","6.57B","0.52%"
"10/26/2016","1,155.33","1,155.11","1,157.97","1,153.48","6.83B","-0.22%"
"10/25/2016","1,157.91","1,166.49","1,168.40","1,157.91","2.97B","-0.61%"
"10/24/2016","1,165.07","1,166.34","1,169.81","1,164.86","5.75B","0.04%"
"10/21/2016","1,164.62","1,164.31","1,166.45","1,161.32","5.43B","0.11%"
"10/20/2016","1,163.33","1,164.38","1,167.95","1,162.08","8.00B","-0.08%"
"10/19/2016","1,164.24","1,172.17","1,174.13","1,162.86","7.27B","-0.53%"
"10/18/2016","1,170.44","1,169.84","1,175.23","1,169.37","4.61B","0.39%"
"10/17/2016","1,165.86","1,161.49","1,168.76","1,159.78","4.44B","0.16%"
"10/14/2016","1,163.96","1,147.25","1,166.06","1,144.82","4.56B","1.41%"
"10/13/2016","1,147.72","1,153.06","1,157.38","1,146.71","4.00B","-0.38%"
"10/12/2016","1,152.07","1,151.89","1,156.80","1,148.19","4.27B","-0.41%"
"10/11/2016","1,156.78","1,153.45","1,156.78","1,146.77","4.82B","0.58%"
"10/10/2016","1,150.16","1,153.90","1,160.44","1,148.05","4.14B","-0.47%"
"10/07/2016","1,155.61","1,163.53","1,164.94","1,152.87","3.79B","-0.81%"
"10/06/2016","1,165.06","1,169.86","1,174.45","1,160.74","5.08B","-0.23%"
"10/05/2016","1,167.70","1,177.36","1,178.15","1,162.79","5.21B","-1.15%"
"10/04/2016","1,181.32","1,182.07","1,183.70","1,178.05","3.42B","0.21%"
"10/03/2016","1,178.82","1,163.43","1,178.82","1,163.43","3.57B","2.27%"
"09/30/2016","1,152.62","1,167.50","1,174.46","1,152.62","4.00B","-1.73%"
"09/29/2016","1,172.92","1,176.23","1,183.21","1,172.92","4.46B","0.13%"
"09/28/2016","1,171.39","1,162.78","1,173.64","1,160.30","3.89B","0.05%"
"09/27/2016","1,170.77","1,148.39","1,170.77","1,137.05","3.96B","1.57%"
"09/26/2016","1,152.70","1,159.07","1,159.26","1,148.46","2.70B","-0.88%"
"09/23/2016","1,162.88","1,158.61","1,162.88","1,153.39","3.45B","0.26%"
"09/22/2016","1,159.87","1,161.10","1,167.66","1,157.32","3.57B","0.85%"
"09/21/2016","1,150.11","1,139.66","1,152.30","1,133.69","3.65B","0.76%"
"09/20/2016","1,141.49","1,146.73","1,149.33","1,139.91","2.97B","-0.42%"
"09/19/2016","1,146.33","1,138.60","1,149.86","1,137.81","2.54B","1.20%"
"09/16/2016","1,132.70","1,138.66","1,142.81","1,128.37","3.82B","0.00%"
"09/15/2016","1,132.70","1,105.24","1,133.93","1,104.00","3.76B","2.86%"
"09/14/2016","1,101.18","1,111.09","1,111.35","1,097.22","4.03B","-1.56%"
"09/13/2016","1,118.59","1,128.89","1,130.10","1,117.44","3.19B","-1.29%"
"09/09/2016","1,133.25","1,151.93","1,152.77","1,133.25","2.92B","-1.99%"
"09/08/2016","1,156.28","1,158.98","1,159.09","1,154.16","3.03B","-0.19%"
"09/07/2016","1,158.51","1,159.33","1,161.38","1,151.90","2.78B","0.17%"
"09/06/2016","1,156.54","1,153.29","1,156.54","1,148.12","2.95B","0.43%"
"09/05/2016","1,151.61","1,158.44","1,162.85","1,150.42","3.18B","0.01%"
"09/02/2016","1,151.51","1,143.65","1,153.32","1,143.22","2.26B","0.42%"
"09/01/2016","1,146.68","1,153.76","1,155.93","1,142.88","2.92B","-1.03%"
"08/31/2016","1,158.60","1,152.15","1,163.17","1,151.61","3.44B","0.39%"
"08/30/2016","1,154.13","1,155.95","1,160.66","1,147.86","3.77B","-0.21%"
"08/29/2016","1,156.56","1,169.67","1,169.91","1,150.01","3.14B","-1.44%"
"08/26/2016","1,173.44","1,176.98","1,177.29","1,168.31","3.00B","-0.30%"
"08/25/2016","1,176.99","1,165.12","1,176.99","1,164.76","2.93B","1.26%"
"08/24/2016","1,162.36","1,163.35","1,166.68","1,157.53","3.25B","-0.33%"
"08/23/2016","1,166.19","1,170.95","1,172.19","1,148.75","3.45B","-0.25%"
"08/22/2016","1,169.06","1,168.84","1,171.21","1,161.51","3.00B","0.25%"
"08/19/2016","1,166.12","1,179.39","1,180.12","1,166.12","3.34B","-0.97%"
"08/18/2016","1,177.58","1,159.36","1,177.58","1,158.98","3.46B","1.96%"
"08/16/2016","1,154.97","1,147.53","1,156.95","1,146.66","2.81B","1.17%"
"08/15/2016","1,141.63","1,157.30","1,158.72","1,135.39","4.23B","-1.05%"
"08/12/2016","1,153.76","1,167.90","1,171.54","1,151.36","2.95B","-0.89%"
"08/11/2016","1,164.12","1,169.79","1,174.27","1,158.31","4.41B","-0.15%"
"08/10/2016","1,165.89","1,171.06","1,174.44","1,161.34","3.95B","-0.45%"
"08/09/2016","1,171.20","1,176.89","1,180.95","1,168.23","4.33B","-0.46%"
"08/08/2016","1,176.64","1,170.10","1,176.64","1,167.82","3.81B","0.90%"
"08/05/2016","1,166.11","1,159.03","1,169.39","1,158.29","3.61B","0.76%"
"08/04/2016","1,157.30","1,156.03","1,160.79","1,153.03","3.68B","0.42%"
"08/03/2016","1,152.41","1,156.40","1,160.10","1,147.02","3.97B","-0.48%"
"08/02/2016","1,157.98","1,154.87","1,161.10","1,154.64","3.76B","0.16%"
"08/01/2016","1,156.16","1,134.63","1,158.15","1,134.46","4.83B","3.51%"
"07/29/2016","1,116.93","1,142.19","1,150.22","1,116.93","5.03B","-2.17%"
"07/28/2016","1,141.73","1,137.88","1,141.73","1,131.39","4.05B","0.44%"
"07/27/2016","1,136.74","1,131.04","1,144.23","1,131.04","3.36B","1.02%"
"07/26/2016","1,125.23","1,122.63","1,127.19","1,118.74","3.00B","0.17%"
"07/25/2016","1,123.34","1,117.79","1,124.42","1,116.79","2.48B","0.60%"
"07/22/2016","1,116.63","1,121.08","1,121.16","1,111.42","2.09B","-0.44%"
"07/21/2016","1,121.57","1,131.02","1,134.21","1,121.47","3.10B","-0.75%"
"07/20/2016","1,130.06","1,116.97","1,130.06","1,116.97","2.56B","1.49%"
"07/19/2016","1,113.44","1,103.12","1,118.98","1,103.12","3.42B","1.07%"
"07/18/2016","1,101.62","1,095.93","1,102.22","1,091.53","3.10B","0.46%"
"07/15/2016","1,096.56","1,092.14","1,101.24","1,091.54","2.82B","0.58%"
"07/14/2016","1,090.29","1,102.42","1,103.78","1,090.00","3.53B","-1.30%"
"07/13/2016","1,104.70","1,098.01","1,104.70","1,092.92","3.53B","0.95%"
"07/12/2016","1,094.29","1,095.31","1,102.04","1,088.10","3.39B","0.49%"
"07/11/2016","1,088.91","1,076.51","1,091.67","1,075.73","3.06B","2.46%"
"07/01/2016","1,062.78","1,078.07","1,080.06","1,062.67","2.25B","-1.14%"
"06/30/2016","1,075.03","1,074.06","1,080.51","1,071.79","3.74B","0.60%"
"06/29/2016","1,068.60","1,050.42","1,068.60","1,050.42","2.96B","2.37%"
"06/28/2016","1,043.84","1,031.05","1,046.50","1,030.86","3.71B","1.24%"
"06/27/2016","1,031.03","1,023.61","1,034.40","1,021.27","2.90B","-0.10%"
"06/24/2016","1,032.04","1,042.07","1,044.02","1,011.44","4.37B","-0.86%"
"06/23/2016","1,041.04","1,046.70","1,047.39","1,036.20","4.29B","-0.54%"
"06/22/2016","1,046.72","1,042.51","1,047.80","1,042.51","4.01B","0.35%"
"06/21/2016","1,043.02","1,042.39","1,046.20","1,040.31","3.81B","0.32%"
"06/20/2016","1,039.66","1,037.25","1,039.66","1,030.51","2.90B","0.62%"
"06/17/2016","1,033.23","1,030.96","1,034.02","1,025.47","3.11B","0.53%"
"06/16/2016","1,027.83","1,028.81","1,031.29","1,024.69","2.99B","0.02%"
"06/15/2016","1,027.59","1,027.35","1,028.23","1,021.64","4.20B","-0.25%"
"06/14/2016","1,030.21","1,023.60","1,032.76","1,022.52","4.53B","0.38%"
"06/13/2016","1,026.26","1,033.02","1,033.31","1,026.26","5.06B","-0.92%"
"06/10/2016","1,035.78","1,046.18","1,047.59","1,035.78","4.50B","-0.85%"
"06/09/2016","1,044.67","1,055.09","1,056.28","1,044.67","3.02B","-1.07%"
"06/08/2016","1,055.93","1,058.62","1,061.48","1,049.14","2.67B","-0.41%"
"06/07/2016","1,060.23","1,053.70","1,060.23","1,053.48","3.02B","0.94%"
"06/06/2016","1,050.35","1,040.66","1,050.35","1,040.08","2.27B","1.16%"
"06/03/2016","1,038.29","1,037.12","1,040.34","1,034.46","1.75B","0.44%"
"06/02/2016","1,033.78","1,035.45","1,041.11","1,033.78","2.18B","-0.24%"
"06/01/2016","1,036.31","1,025.51","1,038.90","1,025.20","2.19B","1.19%"
"05/31/2016","1,024.14","1,035.30","1,035.90","1,024.14","3.42B","-1.14%"
"05/30/2016","1,035.93","1,033.22","1,039.84","1,032.58","2.83B","0.38%"
"05/27/2016","1,032.04","1,024.42","1,032.72","1,023.52","2.47B","0.69%"
"05/26/2016","1,025.00","1,023.52","1,025.35","1,019.32","2.37B","0.27%"
"05/25/2016","1,022.27","1,012.38","1,022.27","1,012.29","2.83B","1.61%"
"05/24/2016","1,006.05","1,011.36","1,014.55","1,006.05","2.47B","-0.67%"
"05/23/2016","1,012.86","1,005.23","1,012.86","1,005.23","1.95B","0.84%"
"05/20/2016","1,004.46","1,000.54","1,007.36","997.74","2.12B","0.25%"
"05/19/2016","1,001.98","1,010.66","1,011.81","998.80","2.27B","-0.88%"
"05/18/2016","1,010.90","1,007.50","1,013.08","1,005.16","2.41B","0.14%"
"05/17/2016","1,009.49","1,011.38","1,013.17","1,006.34","2.09B","-0.03%"
"05/16/2016","1,009.84","1,014.50","1,015.32","1,007.18","2.06B","-0.89%"
"05/13/2016","1,018.95","1,027.94","1,028.28","1,013.72","2.35B","-0.93%"
"05/12/2016","1,028.53","1,028.65","1,035.23","1,027.37","1.90B","-0.12%"
"05/11/2016","1,029.81","1,025.49","1,033.38","1,022.04","2.07B","0.91%"
"05/10/2016","1,020.56","1,016.26","1,020.72","1,010.82","2.40B","0.43%"
"05/09/2016","1,016.20","1,030.97","1,032.12","1,016.03","2.53B","-1.80%"
"05/04/2016","1,034.83","1,030.72","1,034.83","1,019.39","2.33B","0.30%"
"05/03/2016","1,031.71","1,034.32","1,037.49","1,030.16","2.32B","0.03%"
"05/02/2016","1,031.41","1,037.11","1,038.88","1,022.27","2.08B","-0.80%"
"04/29/2016","1,039.74","1,040.01","1,040.08","1,034.39","2.59B","-0.26%"
"04/28/2016","1,042.48","1,048.28","1,051.89","1,038.61","2.84B","-0.13%"
"04/27/2016","1,043.82","1,036.01","1,043.82","1,034.23","2.37B","0.58%"
"04/26/2016","1,037.77","1,051.70","1,051.76","1,031.77","2.75B","-1.65%"
"04/25/2016","1,055.18","1,065.88","1,065.88","1,051.27","2.74B","-0.86%"
